ep,start,end,dur,text,chi_prob,in_dataset
ep18,1169.44,1181.4,11.96,単に僕が未熟なせいででも私はミドル様のお役に立つように作られたのに 言いつけていただいたことをできないなんて,0.051,0
ep18,1181.4,1183.4,2.0,あ、ミノル様…,0.093,0
ep18,1183.4,1190.4,7.0,役に立ってるよ、ゆずきは。立ちすぎて困ってるくらいだ。,0.003,0
ep18,1193.4,1199.4,6.0,ミノル様が悲しい時、いつもこうして差し上げていたんですよね、お姉様は。,0.148,0
ep18,1199.4,1201.4,2.0,ゆずき…,0.042,0
ep18,1201.4,1206.98,5.58,前のメンテナンスから新しいお姉様のデータを更新していません,0.105,0
ep18,1206.98,1212.64,5.66,もっとミノル様のお姉様に近づけるように入力してください,0.044,0
ep18,1212.64,1215.4,2.76,お姉様のことを,0.086,0
ep18,1215.4,1218.16,2.76,あのね,0.018,0
ep18,1218.16,1219.54,1.38,ミノル様,0.009,0
ep18,1219.54,1224.74,5.2,お電話です,0.015,0
ep18,1224.74,1226.04,1.3,誰から,0.103,0
ep18,1226.04,1227.68,1.64,モトスワ様です,0.016,0
ep18,1227.68,1229.84,2.16,こんな時間に,0.008,0
ep18,1229.84,1231.38,1.54,繋いで,0.028,0
ep18,1231.38,1232.24,0.86,はい,,0
ep18,1232.24,1235.76,3.52,ミノル君、チーがいなくなった,0.004,0
ep18,1235.76,1239.26,3.5,いなくなったんだ、急に,0.004,0
ep18,1239.26,1242.62,3.36,真面目な話みたいだね、手がかりないの?,0.013,0
ep18,1243.1,1246.96,3.86,本屋にチーの紙止めがあって、いつの間にかいなくなったって,0.005,0
ep18,1246.96,1250.44,3.48,他にもいろいろ探したんだけど、全然ダメで,0.008,0
ep18,1250.44,1254.52,4.08,シンボもいないし、こういう時相談できるのはミノル君しか,0.025,0
ep18,1254.52,1256.74,2.22,落ち着いて、本沢さん,0.001,0
ep18,1256.74,1259.4,2.66,何か、何か嫌な予感がするんだ,0.022,0
ep18,1259.4,1261.16,1.76,分かった、すぐに行くよ,0.007,0
ep18,1261.16,1262.82,1.66,デュカリオンで待てて,0.003,0
ep18,1262.82,1266.34,3.52,通話終了しました,0.244,0
ep18,1266.34,1267.7,1.36,出かける,0.149,0
ep18,1267.7,1272.9,5.2,ちょっと調べなきゃいけないことができるかもしれない,0.122,0
ep18,1272.9,1274.56,1.66,一緒に来てくれる?,0.017,0
ep18,1275.62,1279.8,4.18,ゆずきは僕と出かけるとき,0.001,0
ep18,1279.8,1282.34,2.54,いつもそうやって笑うんだね,0.022,0
ep18,1282.34,1285.04,2.7,みのる様のおそばにいられますから,0.012,0
ep18,1291.16,1293.94,2.78,行こう,0.066,0
ep18,1293.94,1294.7,0.76,はい,,0
ep18,1294.7,1300.96,6.26,チー,0.025,0
ep18,1300.96,1306.14,5.18,旦那はパソコンとしか話さなくなって,0.015,0
ep18,1306.14,1308.94,2.8,やっぱりパソコンってかわいい,0.037,0
ep18,1308.94,1312.06,3.12,人間よりパソコンの方が楽しい,0.018,0
ep18,1312.06,1317.34,5.28,人のそばに人はいられなくなっちゃ,0.054,0
ep18,1317.34,1321.96,4.62,とにかくGを探さなきゃ,0.002,0
ep18,1321.96,1324.36,2.4,行くぞ相撲を,0.003,0
ep18,1324.8,1326.76,1.96,G、ぶちで行ってくれ,0.006,0
ep18,1326.76,1345.06,18.3,夜の街は静かで,0.191,0
ep18,1431.96,1434.82,2.86,俺の財布が突然なくなったとする,0.007,0
ep18,1434.82,1435.7,0.88,でも,,0
ep18,1435.7,1438.08,2.38,なくされた財布は不安になったり,0.03,0
ep18,1438.08,1439.56,1.48,寂しくなったりはしない,0.052,0
ep18,1439.56,1442.24,2.68,俺も中身のことはともかく,0.019,0
ep18,1442.24,1443.98,1.74,財布自体の心配はしない,0.024,0
ep18,1443.98,1446.22,2.24,Gはパソコンだ,0.027,0
ep18,1446.22,1448.8,2.58,不安も寂しさも感じないかもしれない,0.012,0
ep18,1448.8,1452.74,3.94,でも俺はGのことが心配なんだ,0.007,0
ep18,1452.74,1454.26,1.52,ちょびっつ,0.004,0
ep18,1454.26,1456.44,2.18,次回G待つ,0.038,0
ep18,1456.44,1459.3,2.86,俺どうかしてるのかな,0.012,0
ep19,118.0,123.6,5.6,秀樹,0.108,0
ep19,123.6,136.58,12.98,いらっしゃいました,,0
ep19,136.58,137.24,0.66,あ,,0
ep19,137.24,139.66,2.42,あ、すいません,0.078,0
ep19,139.66,141.48,1.82,必死って感じだな,0.009,0
ep19,141.48,143.92,2.44,本当に心配なさってるんですね,0.225,0
ep19,143.92,145.12,1.2,ちいさんを,0.315,0
ep19,145.12,146.38,1.26,元沢さん,0.01,0
ep19,146.38,147.66,1.28,いいやつだから,0.02,0
ep19,147.66,157.48,9.82,そのまま顔面直撃を回避しましたです,0.002,0
ep19,157.48,158.48,1.0,はい,0.051,0
ep19,158.48,163.62,5.14,落ち着いた?,0.001,0
ep19,164.48,165.9,1.42,ありがとうごめんな,0.01,0
ep19,165.9,169.18,3.28,手がかりはそれだけ?,0.004,0
ep19,169.9,171.96,2.06,本屋にいたことだけは確かなんだけど,0.007,0
ep19,171.96,174.9,2.94,その後事故に巻き込まれたとか,0.02,0
ep19,174.9,178.26,3.36,あるいは誰かに連れ去られたか,0.005,0
ep19,178.26,180.1,1.84,連れ去る?,0.01,0
ep19,180.6,181.42,0.82,可能性はある,,0
ep19,181.42,183.96,2.54,あの画像メールの関係者なら,0.005,0
ep19,183.96,186.26,2.3,お話し中申し訳ありません,0.008,0
ep19,186.26,186.86,0.6,何?,,0
ep19,187.52,189.9,2.38,私がこの件に関してお話ししても,0.124,0
ep19,189.9,192.02,2.12,ご迷惑ではないでしょうか,0.201,0
ep19,192.02,194.68,2.66,何か気づいたことがあったら教えてほしいです,0.01,0
ep19,194.68,200.58,5.9,画像メールの送信者が関与しているというのも,0.029,0
ep19,200.58,202.38,1.8,もちろん考えられるのですが,0.037,0
ep19,202.38,207.78,5.4,もう一つチーさんを不特定多数の人たちが知った可能性があります,0.032,0
ep19,207.78,209.7,1.92,ミノル様,0.096,0
ep19,209.7,215.56,5.86,以前チーさんのことをパソコンサイトのBBSに書き込みなされましたよね,0.137,0
ep19,215.56,219.34,3.78,あの書き込みを見た誰かが,0.038,0
ep19,219.34,222.62,3.28,街でチーさんを見かけてそのまま,0.101,0
ep19,224.26,226.36,2.1,興味を持って連れ去った,0.006,0
ep19,226.36,228.76,2.4,そんな,0.009,0
ep19,228.76,239.54,10.78,元沢さん,,0
ep19,239.54,242.46,2.92,とにかく今は探すしかない,0.003,0
ep19,242.46,245.76,3.3,何か分かったら相撲に連絡してくれ,0.006,0
ep19,246.88,249.82,2.94,上田さん,0.034,0
ep19,249.82,252.76,2.94,え?元沢くん,0.007,0
ep19,252.76,257.72,4.96,その様子だとまだ見つかっていないみたいですね,0.009,0
ep19,258.76,262.54,3.78,店が終わったんでここらへん少し探していたんです,0.019,0
ep19,262.54,266.58,4.04,商店街の人に聞けば何かわかるかもしれませんし,0.007,0
ep19,266.58,267.62,1.04,すみません,0.002,0
ep19,267.62,272.3,4.68,いえ僕がもう少し早く連絡していればよかったんです,0.005,0
ep19,272.3,274.62,2.32,一緒に探しますよ,0.017,0
ep19,274.62,275.42,0.8,いやでも,,0
ep19,275.42,279.86,4.44,二人で探した方がきっと早く見つかりますね,0.008,0
ep19,279.86,282.74,2.88,はいありがとうございます,0.014,0
ep19,282.74,286.62,3.88,花屋さんから向こうはもう聞いたんですが,0.006,0
ep19,288.76,295.34,6.58,ごめんねお役に立てなくて,0.001,0
ep19,295.34,296.58,1.24,いえありがとうございました,0.007,0
ep19,296.58,297.42,0.84,ありがとうございました,,0
ep19,297.42,302.42,5.0,髪の長いパソコンね,0.014,0
ep19,302.42,304.92,2.5,私は見てないけど,0.027,0
ep19,304.92,307.82,2.9,そうですかすみませんでした,0.017,0
ep19,313.82,314.88,1.06,この子ね,0.007,0
ep19,314.88,317.0,2.12,私は見てないけど,0.002,0
ep19,317.0,319.14,2.14,他のとこは聞いてみたの?,0.006,0
ep19,319.6,322.14,2.54,商店街はあとこの先だけです,0.004,0
ep19,322.14,322.66,0.52,そう,,0
ep19,322.66,324.96,2.3,でも一軒一軒回るなら,0.003,0
ep19,324.96,328.76,3.8,パソコンで商店街の連絡網に載せてしまった方が早いんじゃない?,0.001,0
ep19,329.36,331.54,2.18,チロルのパソコン,0.001,0
ep19,331.54,333.04,1.5,あ、上田さん,0.006,0
ep19,333.04,335.5,2.46,今はパソコン持ってないんだったわよね,0.001,0
ep19,335.5,337.9,2.4,はい,0.033,0
ep19,337.9,339.76,1.86,わかった,0.009,0
ep19,339.76,342.14,2.38,私が回しといてあげるよ,0.027,0
ep19,342.14,344.34,2.2,何かあったら連絡するから,0.001,0
ep19,344.34,346.14,1.8,連絡はここにお願いします,0.016,0
ep19,346.14,348.7,2.56,スモモのデータを返送します,0.004,0
ep19,348.7,352.2,3.5,そちらのパソコンと接続させてくださいです,0.016,0
ep19,352.2,353.88,1.68,ああはいはい,0.005,0
ep19,353.88,358.12,4.24,何でもいいんで分かったらすぐ連絡お願いします,0.01,0
ep19,358.12,359.1,0.98,はいよ,,0
ep19,359.1,370.12,11.02,大丈夫ですか,,0
ep19,370.12,373.88,3.76,はい,0.075,0
ep19,373.88,376.88,3.0,分かってるんですけど,0.016,0
ep19,376.88,378.6,1.72,もしかしたらって,0.074,0
ep19,378.6,381.82,3.22,さっき聞いた話だと,0.008,0
ep19,381.82,384.86,3.04,Gは誰かに連れ去られたかもしれなくって,0.049,0
ep19,384.86,386.84,1.98,そしたら,0.03,0
ep19,386.84,388.76,1.92,今頃痛い思いとか,0.021,0
ep19,388.76,391.16,2.4,辛い目に遭ってるかもしれなくって,0.009,0
ep19,391.16,394.8,3.64,そんなこと考えると,0.168,0
ep19,395.08,398.62,3.54,俺やっぱりもう一度,0.006,0
ep19,398.62,399.82,1.2,ここらへん探してみます,0.027,0
ep19,399.82,402.82,3.0,つないで,0.018,0
ep19,402.82,404.82,2.0,ん,0.302,0
ep19,406.82,411.82,5.0,もとさしんぼいやーやっとたか子が ok してくれてな,0.011,0
ep19,411.82,416.82,5.0,一応お前には悪い今それどころじゃねえんだ,0.041,0
ep19,420.82,422.82,2.0,そっか,0.052,0
ep19,422.82,424.22,1.4,なあ辛抱,0.005,0
ep19,424.22,427.56,3.34,パソコンって痛いとか感じるのか,0.014,0
ep19,427.56,430.82,3.26,ひどいことされたら辛いとか感じるのか,0.004,0
ep19,436.52,437.2,0.68,モトスは,,0
ep19,437.2,439.06,1.86,パソコンはな,0.03,0
ep19,439.06,441.64,2.58,プログラムされてなきゃ,0.008,0
ep19,441.64,444.32,2.68,痛みとか感じることはねえよ,0.092,0
ep19,444.32,448.98,4.66,それにもし通覚がプログラムされてても,0.007,0
ep19,448.98,454.04,5.06,あとでハードディスクとかメモリーから記憶を消してしまえばいいだけだよ,0.013,0
ep19,454.04,454.56,0.52,消す,,0
ep19,454.56,455.32,0.76,あ,,0
ep19,455.32,459.44,4.12,データを削除してしまえばなかったことになる,0.021,0
ep19,459.44,462.34,2.9,痛さも辛さも苦しさも,0.02,0
ep19,462.34,463.62,1.28,全部な,0.007,0
ep19,463.62,467.04,3.42,人間そっくりに見えても,0.008,0
ep19,467.04,469.1,2.06,パソコンはパソコンだからな,0.009,0
ep19,469.1,471.34,2.24,とりあえず,0.008,0
ep19,471.34,473.54,2.2,俺も何かわかったら連絡するよ,0.013,0
ep19,473.54,475.12,1.58,あんまり焦んなよ,0.01,0
ep19,475.12,477.54,2.42,じゃあな,0.078,0
ep19,478.98,508.96,29.98,お疲れ様でした,0.002,0
ep19,508.98,514.34,5.36,でもGはパソコンだから記憶が消えてても不思議じゃなくて,0.013,0
ep19,514.34,518.1,3.76,でもGを見てるとそんな風に思えなくて,0.007,0
ep19,518.1,521.44,3.34,すいません言ってることめちゃくちゃっすよね,0.012,0
ep19,521.44,523.84,2.4,いえ分かりますよ,0.081,0
ep19,523.84,527.66,3.82,僕も同じことで混乱したことありますから,0.022,0
ep19,527.66,536.74,9.08,実は僕前に結婚していたことがあるんですよ,0.008,0
ep19,536.74,537.96,1.22,パソコンと,0.06,0
ep19,537.96,541.68,3.72,ちょうどその店です,0.02,0
ep19,541.68,544.26,2.58,その店って,0.046,0
ep19,544.26,554.12,9.86,彼女と出会ったのはチロルを開店してすぐのことでした,0.023,0
ep19,554.12,559.08,4.96,電気屋さんは最新型のを勧めてくれたんですが,0.007,0
ep19,559.08,563.26,4.18,どの子も綺麗だけど見分けがつかなくて,0.009,0
ep19,563.26,566.44,3.18,で彼女を見つけたんです,0.018,0
ep19,567.96,575.32,7.36,お店の端に特売の札付けられて少し埃が積もってて,0.008,0
ep19,575.32,580.38,5.06,お店の人に聞いたらそろそろ廃棄する古い方だって,0.007,0
ep19,580.38,586.54,6.16,でも気がついたら彼女を買って帰ってました,0.029,0
ep19,586.54,592.56,6.02,マニュアルとにらめっこして何とか起動させて,0.012,0
ep19,592.56,594.84,2.28,そしたら彼女,0.031,0
ep19,594.84,610.36,15.52,こんにちは あなた誰ですか,0.041,0
ep19,610.36,615.72,5.36,え ああ 上田です 上田ひろやす,0.01,0
ep19,615.72,621.06,5.34,上田さんですね インプットしました 上田さんは私のマスターですか,0.012,0
ep19,621.06,625.52,4.46,え?まあそうですよろしく,0.045,0
ep19,625.52,628.1,2.58,よろしくお願いします,0.022,0
ep19,628.1,635.34,7.24,思えば一目惚れだったのかもしれませんね,0.009,0
ep19,635.34,640.7,5.36,彼女はいつも笑ってて元気で,0.011,0
ep19,640.7,642.88,2.18,嫌なことがあれば慰めてくれて,0.015,0
ep19,642.88,645.4,2.52,いいことがあったら喜んでくれて,0.044,0
ep19,645.4,648.82,3.42,どんな時でもそばにいてくれて,0.022,0
ep19,648.82,654.1,5.28,で気がついたら本気で好きになってました,0.036,0
ep19,654.1,656.58,2.48,パソコンである彼女,0.029,0
ep19,656.58,659.26,2.68,だから,0.093,0
ep19,659.26,663.3,4.04,だからしたんです,0.01,0
ep19,663.3,665.3,2.0,彼女にプロポーズ,0.127,0
ep19,665.3,669.42,4.12,彼女はうなずいてくれました,0.017,0
ep19,669.42,672.18,2.76,いつもの笑顔で嬉しそうに,0.022,0
ep19,672.18,680.72,8.54,あの、でも本当にパソコンと結婚なんて,0.005,0
ep19,680.72,683.62,2.9,法的には無理なんですけどね,0.014,0
ep19,683.62,685.92,2.3,事実婚ですよ,0.022,0
ep19,685.92,690.36,4.44,それに財産の贈与とか相続はパソコンでもできるんです,0.004,0
ep19,690.36,695.06,4.7,それにしても家族の方とか反対とか,0.006,0
ep19,695.06,698.08,3.02,うち父も母も多戒してますんで,0.005,0
ep19,698.08,702.7,4.62,結婚式もしましたよちゃんと,0.224,0
ep19,702.7,708.0,5.3,ウェディングドレスも用意して小さなレストランで,0.028,0
ep19,708.0,714.1,6.1,当時は生地になったりして商店街の人たちにもずいぶん冷やかされましたけど,0.013,0
ep19,714.1,716.6,2.5,僕は幸せだったんです,0.006,0
ep19,716.6,722.72,6.12,彼女と一緒にいられて彼女が笑っていてくれさえすれば,0.016,0
ep19,722.72,729.36,6.64,でもその時にはもう兆しが現れていました,0.034,0
ep19,744.36,745.24,0.88,兆し?,,0
ep19,746.0,748.5,2.5,彼女を忘れ始めたんです,0.03,0
ep19,748.5,752.36,3.86,少しずついろんなことを,0.026,0
ep19,752.36,757.58,5.22,最初は僕の思い違いかなと思っていたんですけど,0.013,0
ep19,757.58,761.88,4.3,昨日のことが思い出せなかったり,0.005,0
ep19,761.88,765.86,3.98,店にしまってある材料の場所を間違えたり,0.003,0
ep19,765.86,769.38,3.52,それがどんどんひどくなって,0.021,0
ep19,769.38,774.96,5.58,ついさっきお客さんに注文されたケーキの種類も忘れてしまうようになって,0.004,0
ep19,776.76,781.16,4.4,いろいろ本を読んでみたんですけど僕ではわからなくて,0.012,0
ep19,781.16,784.56,3.4,電気屋さんに連れて行ったら,0.023,0
ep19,784.56,788.32,3.76,ハードディスクが完全に壊れてます,0.003,0
ep19,788.32,791.0,2.68,直すには全部取り替えるしかないですね,0.001,0
ep19,791.0,794.24,3.24,あの取り替えれば直るんですよね,0.011,0
ep19,794.24,797.32,3.08,ええただこの方は古いタイプなので,0.004,0
ep19,797.32,800.14,2.82,完全にデータが移植できないかもしれないです,0.004,0
ep19,800.14,800.7,0.56,え,,0
ep19,800.7,804.0,3.3,起動してからのデータがなくなるんですよ,0.002,0
ep19,806.44,809.98,3.54,それって記憶を失うってことですよね,0.004,0
ep19,809.98,812.7,2.72,それじゃ彼女がかわいそうです,0.006,0
ep19,812.7,814.58,1.88,大丈夫ですよ,0.002,0
ep19,814.58,818.24,3.66,悲しいとかつらいなんてこと全然感じませんよ,0.012,0
ep19,818.24,820.98,2.74,全部きれいに忘れてますから,0.018,0
ep19,820.98,827.98,7.0,彼女が僕とのことを全部忘れてしまうなんて,0.008,0
ep19,827.98,830.7,2.72,そんなこと絶対に嫌だったから,0.006,0
ep19,830.7,834.12,3.42,他の店にも見てもらったんですけど,0.018,0
ep19,834.12,836.12,2.0,やっぱり同じで,0.414,0
ep19,836.12,840.76,4.64,そのまま彼女を家に連れて帰ったんです,0.023,0
ep19,840.76,854.56,13.8,こんにちは,,0
ep19,854.56,856.48,1.92,あなた誰ですか,0.128,0
ep19,856.48,861.68,5.2,上田です,0.048,0
ep19,861.68,863.12,1.44,上田,0.373,0
ep19,863.12,864.44,1.32,広安,0.079,0
ep19,864.44,865.98,1.54,上田さんですね,0.215,0
ep19,865.98,867.5,1.52,インプットしました,0.071,0
ep19,867.5,872.52,5.02,でも彼女はもっとひどい状態に,0.025,0
ep19,872.52,880.48,7.96,ほんの数秒前のことも忘れてしまうようになって,0.044,0
ep19,880.48,884.74,4.26,こんにちはあなた誰ですか,0.045,0
ep19,884.74,887.48,2.74,こんにちはあなた誰ですか,0.054,0
ep19,887.48,890.16,2.68,こんにちはあなた誰ですか,0.074,0
ep19,890.16,892.92,2.76,こんにちはあなた誰ですか,0.024,0
ep19,892.92,895.72,2.8,こんにちはあなた誰ですか,0.071,0
ep19,895.72,904.84,9.12,それでも僕は彼女を修理に出せなかった,0.025,0
ep19,904.84,911.04,6.2,ほんの少しでも時々でしかなくても,0.009,0
ep19,911.04,914.46,3.42,僕とのことを覚えていてくれる彼女の記憶を,0.002,0
ep19,914.46,917.36,2.9,全部なかったことになんてできなかったんです,0.023,0
ep19,920.48,922.78,2.3,でもそれからしばらく経った雨の日,0.081,0
ep19,922.78,925.62,2.84,二人で買い物に出たんです,0.022,0
ep19,925.62,932.64,7.02,その頃には彼女はもう日常生活も難しい状態で,0.05,0
ep19,932.64,936.46,3.82,目を離すと何をするかわからなくて,0.063,0
ep19,936.46,941.44,4.98,僕は彼女のことをずっと考えていて,0.052,0
ep19,941.44,943.72,2.28,ずっと眠れなくて,0.253,0
ep19,943.72,946.08,2.36,ぼっとしていたんでしょうね,0.124,0
ep19,952.78,982.76,29.98,ご視聴ありがとうございました,,0
ep19,982.78,1012.76,29.98,おやすみなさい。,0.107,0
ep19,1012.78,1022.64,9.86,きっと車にぶつかると危ないとか,0.008,0
ep19,1022.64,1025.44,2.8,そういうこともわからなくなっていたんでしょうけど,0.009,0
ep19,1025.44,1028.08,2.64,でも僕には,0.013,0
ep19,1028.08,1031.5,3.42,彼女が僕を助けてくれたように思えるんです,0.005,0
ep19,1039.98,1040.76,0.78,変ですね,,0
ep19,1040.76,1046.02,5.26,もう彼女は何も分かってなかったはずなのに,0.026,0
ep19,1046.02,1047.18,1.16,変じゃないです,0.048,0
ep19,1047.18,1051.8,4.62,俺もその子が上田さんを助けてくれたんだと思います,0.011,0
ep19,1051.8,1055.38,3.58,ありがとう,0.019,0
ep19,1055.38,1062.7,7.32,事故の後すぐ買ったお店に連れて行ったんですけど,0.019,0
ep19,1062.7,1066.32,3.62,完全に壊れててもう起動できない,0.045,0
ep19,1066.32,1068.76,2.44,ボディもめちゃくちゃで,0.067,0
ep19,1068.76,1075.68,6.92,外見が好みなら同じ型番のものを探してみますかって言われたんですけど,0.034,0
ep19,1075.68,1081.92,6.24,僕にとって彼女は彼女でしかなく,0.016,0
ep19,1081.92,1086.18,4.26,彼女はパソコンで生きてないものだけど,0.028,0
ep19,1086.18,1089.72,3.54,僕にとって彼女は死んだんです,0.02,0
ep19,1094.24,1098.12,3.88,彼女はもう何も覚えられないし何も感じない,0.046,0
ep19,1098.12,1102.6,4.48,でも僕は覚えています,0.016,0
ep19,1102.6,1103.8,1.2,彼女のこと,0.03,0
ep19,1103.8,1108.98,5.18,彼女の顔も声も仕草も,0.026,0
ep19,1108.98,1113.0,4.02,楽しかったことも辛かったことも,0.015,0
ep19,1113.0,1116.86,3.86,忘れることなんてできない,0.092,0
ep19,1116.86,1119.26,2.4,モトスワ君もそうでしょ,0.02,0
ep19,1119.26,1122.98,3.72,たとえちいちゃんが覚えていなくても,0.008,0
ep19,1122.98,1125.08,2.1,モトスワ君は覚えているでしょう,0.025,0
ep19,1125.08,1131.22,6.14,ちーちゃんがつらい思いをしたら忘れられないでしょう,0.049,0
ep19,1131.22,1132.82,1.6,はい,0.032,0
ep19,1132.82,1136.06,3.24,なかったことになんかならないです,0.018,0
ep19,1136.06,1140.64,4.58,たとえハードディスクから削除されてしまっても,0.023,0
ep19,1140.64,1143.28,2.64,元スワ君が覚えている限り,0.004,0
ep19,1143.28,1145.96,2.68,だからちーちゃん見つけてあげないと,0.024,0
ep19,1145.96,1146.84,0.88,はい,,0
ep19,1146.84,1149.18,2.34,どこ探していいかわかんないけど,0.01,0
ep19,1149.18,1150.76,1.58,でも探します,0.003,0
ep19,1150.76,1153.96,3.2,きっと待ってると思いますよ,0.046,0
ep19,1153.96,1154.9,0.94,はい,,0
ep19,1154.9,1164.9,10.0,お父さん,0.051,0
ep19,1164.9,1165.9,1.0,地位をさらったやつかも,0.013,0
ep19,1165.9,1169.9,4.0,どうしたですか,0.03,0
ep19,1169.9,1172.9,3.0,地位,0.056,0
ep19,1172.9,1176.9,4.0,待て,0.125,0
ep19,1176.9,1177.9,1.0,待て!,0.009,0
ep19,1184.2,1185.4,1.2,ユミちゃん…,0.006,0
ep19,1192.74,1193.9,1.16,大村君…,0.002,0
ep19,1196.9,1197.9,1.0,ユミちゃん…,0.016,0
ep19,1197.9,1199.2,1.3,無理だと思います,0.045,0
ep19,1200.2,1202.7,2.5,僕がいたら戻ってきませんよ,0.006,0
ep19,1203.4,1206.2,2.8,僕といると悲しくなるそうですから,0.009,0
ep19,1206.9,1208.9,2.0,ユミちゃんのこと知ってるんですか,0.002,0
ep19,1208.9,1216.9,8.0,とりあえず今はチーちゃんを探すことが先です,0.014,0
ep19,1216.9,1218.9,2.0,このファイル,0.208,0
ep19,1218.9,1224.58,5.68,僕がチーさんのことを書き込んだ自作パソコンサイトのアクセス履歴だよ,0.008,0
ep19,1224.58,1226.28,1.7,送ってもらったんだ,0.005,0
ep19,1226.28,1229.1,2.82,よく送ってくださいましたね,0.077,0
ep19,1229.1,1232.0,2.9,このサイトには貸しがあるんだよ,0.042,0
ep19,1232.0,1235.54,3.54,とりあえず画像メールの送り主と照らし合わせて,0.014,0
ep19,1235.54,1239.04,3.5,一つ一つチェックしていこう,0.003,0
ep19,1239.04,1241.0,1.96,Cさんがいなくなったのは,0.013,0
ep19,1241.0,1245.24,4.24,僕が不要意にサイトに書き込んだせいかもしれないからね,0.005,0
ep19,1245.24,1248.56,3.32,申し訳ありません,0.108,0
ep19,1248.56,1255.66,7.1,私が余計なことを言ったせいで,0.382,0
ep19,1255.66,1256.76,1.1,ありがとう,0.026,0
ep19,1256.76,1258.16,1.4,え?,0.251,0
ep19,1258.16,1261.1,2.94,新しい可能性に気づかせてくれたんだ,0.006,0
ep19,1261.1,1263.1,2.0,お礼を言いたいくらいさ,0.009,0
ep19,1263.1,1265.1,2.0,みのる様,0.008,0
ep19,1265.1,1267.1,2.0,すごく嬉しかったよ,0.006,0
ep19,1267.1,1269.1,2.0,ありがとうございます,0.024,0
ep19,1269.1,1274.1,5.0,私、お姉様は同じことをしただろうかと,0.248,0
ep19,1274.1,1276.1,2.0,そうだね,0.062,0
ep19,1276.1,1279.1,3.0,確かに姉さんは僕が間違えたり,0.006,0
ep19,1279.1,1282.1,3.0,見過ごしたことを優しく気づかせてくれた,0.008,0
ep19,1282.1,1284.1,2.0,そうですか,0.178,0
ep19,1284.1,1287.1,3.0,でも、僕が嬉しかったのは,0.009,0
ep19,1287.1,1292.54,5.44,のは ゆずきが姉さんと同じ行動をとったからじゃないよ,0.009,0
ep19,1297.5,1300.96,3.46,メールが来ました これは,0.303,0
ep19,1300.96,1307.76,6.8,どうした 以前小さんの画像メールを送ってきたのと同じアドレスです,0.035,0
ep19,1307.76,1314.3,6.54,ユミちゃんと上田店長知り合いだったんだ,0.006,0
ep19,1314.3,1318.94,4.64,でもユミちゃんそんなこと全然言ってなかったよな,0.006,0
ep19,1318.94,1328.1,9.16,とにかく今は地位を探さないと,0.02,0
ep19,1328.1,1330.22,2.12,行くぞ相撲を,0.017,0
ep19,1432.78,1435.16,2.38,私だけの人を探す,0.184,0
ep19,1435.16,1439.4,4.24,私が私だから好きになってくれる人,0.56,0
ep19,1439.4,1445.06,5.66,私が夢を叶えられなくても好きでいてくれる人,0.588,0
ep19,1445.06,1448.66,3.6,チーの特別な人,0.751,1
ep19,1448.66,1454.2,5.54,ちょびっつ 次回 チー求める,0.779,1
ep19,1454.2,1458.14,3.94,チーのチーだけの人,0.629,1
ep19,1465.16,1467.16,2.0,パラパパパ,0.133,0
ep20,103.2,133.18,29.98,次回予告,0.205,1
ep20,133.2,138.4,5.2,やらなきゃいけない,0.339,0
ep20,138.4,152.46,14.06,あなた,,0
ep20,152.46,158.8,6.34,お待たせ,0.073,0
ep20,158.8,161.56,2.76,さあ始めようか,0.081,0
ep20,161.56,163.86,2.3,始めるって何を?,0.984,1
ep20,164.54,165.76,1.22,調べるんだよ,0.223,0
ep20,165.76,168.98,3.22,君のことを全て,0.032,0
ep20,168.98,182.68,13.7,どこにいるんだ?,,0
ep20,183.38,186.68,3.3,北文字様から電話です,0.002,0
ep20,186.68,188.28,1.6,ミノロ君から,0.008,0
ep20,188.28,190.14,1.86,つないでくれ,0.009,0
ep20,190.14,196.76,6.62,元沢さん今例の画像添付メールの送り先から新しいメールが届いたんだ,0.001,0
ep20,196.76,200.46,3.7,スモモちゃん宛に転送したから開けてみて,0.017,0
ep20,200.46,201.76,1.3,新しいメール,0.056,0
ep20,201.76,207.2,5.44,ただ今回の画像は前と違って何の意味があるのかわからないんだけど,0.009,0
ep20,207.2,209.24,2.04,でもチーを探さないと,0.002,0
ep20,209.24,212.06,2.82,チーさんの捜索はこっちも続けているから,0.005,0
ep20,212.06,213.82,1.76,とりあえず見てみてよ,0.013,0
ep20,213.82,216.5,2.68,チーさんの手がかりになるかもしれないし,0.006,0
ep20,216.5,217.64,1.14,わ、わかった,0.048,0
ep20,217.64,221.88,4.24,圧縮ファイル解凍しまーす,0.005,0
ep20,221.88,229.06,7.18,やっぱりあの画像を送ってきた奴がチーをさらったのか,0.001,0
ep20,229.06,232.96,3.9,ま、まさかチーがひどい目にあってる写真とかじゃ,0.01,0
ep20,232.96,237.38,4.42,な、なんだこれ,0.031,0
ep20,237.38,250.86,13.48,よしこれで君は家中のパソコンとつながった,0.017,0
ep20,250.86,256.74,5.88,コードがリボンみたいだかわいいね,0.062,0
ep20,256.74,257.84,1.1,リボン?,0.953,1
ep20,258.3,259.9,1.6,ああすごく似合ってる,0.015,0
ep20,259.9,262.98,3.08,ずっと考えてた,0.018,0
ep20,262.98,269.2,6.22,あのMのやつがわざわざBBSに書き込むほどのパソコンだから何かあるって,0.007,0
